# energy p(up) p(down)
-9.713494384999999909e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.711574385000000120e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.709644385000000000e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.707714384999999879e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.705794385000000091e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.703864384999999970e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.701934384999999850e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.700004384999999729e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.698084384999999941e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.696154384999999820e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.694224384999999700e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.692304384999999911e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.690374384999999791e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.688444384999999670e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.686524384999999882e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.684594384999999761e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.682664385000001062e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.680734385000000941e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.678814384999999731e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.676884385000001032e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.674954385000000912e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.673034384999999702e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.671104385000001002e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.669174385000000882e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.667244385000000761e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.665324385000000973e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.663394385000000852e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.661464385000000732e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.659544385000000943e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.657614385000000823e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.655684385000000702e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.653754385000000582e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.651834385000000793e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.649904385000000673e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.647974385000000552e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.646054385000000764e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.644124385000000643e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.642194385000000523e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.640264385000000402e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.638344385000000614e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.636414385000000493e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.634484385000000373e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.632564385000000584e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.630634385000000464e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.628704385000000343e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.626774385000000223e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.624854385000000434e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.622924385000000314e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.620994385000000193e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.619074385000000404e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.617144385000000284e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.615214385000000163e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.613284385000000043e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.611364385000000254e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.609434385000000134e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.607504385000000013e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.605584385000000225e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.603654385000000104e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.601724384999999984e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.599804385000000195e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.597874385000000075e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.595944384999999954e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.594014384999999834e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.592094385000000045e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.590164384999999925e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.588234384999999804e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.586314385000000016e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.584384384999999895e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.582454384999999775e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.580524384999999654e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.578604384999999866e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.576674384999999745e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.574744385000001046e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.572824384999999836e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.570894384999999716e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.568964385000001016e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.567034385000000896e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.565114384999999686e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.563184385000000987e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.561254385000000866e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.559334384999999656e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.557404385000000957e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.555474385000000836e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.553544385000000716e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.551624385000000927e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.549694385000000807e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.547764385000000686e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.545844385000000898e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.543914385000000777e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.541984385000000657e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.540054385000000536e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.538134385000000748e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.536204385000000627e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.534274385000000507e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.532354385000000718e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.530424385000000598e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.528494385000000477e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.526564385000000357e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.524644385000000568e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.522714385000000448e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.520784385000000327e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.518864385000000539e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.516934385000000418e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.515004385000000298e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.513074385000000177e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.511154385000000389e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.509224385000000268e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.507294385000000148e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.505374385000000359e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.503444385000000239e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.501514385000000118e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.499594385000000329e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.497664385000000209e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.495734385000000088e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.493804384999999968e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.491884385000000179e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.489954385000000059e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.488024384999999938e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.486104385000000150e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.484174385000000029e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.482244384999999909e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.480314384999999788e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.478394385000000000e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.476464384999999879e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.474534384999999759e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.472614384999999970e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.470684384999999850e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.468754384999999729e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.466824385000001030e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.464904384999999820e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.462974384999999700e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.461044385000001000e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.459124384999999791e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.457194384999999670e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.455264385000000971e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.453334385000000850e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.451414385000001062e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.449484385000000941e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.447554385000000821e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.445634385000001032e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.443704385000000912e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.441774385000000791e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.439844385000000671e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.437924385000000882e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.435994385000000761e+01 1.200000000000000112e-03 -0.000000000000000000e+00
-9.434064385000000641e+01 4.200000000000000608e-03 -0.000000000000000000e+00
-9.432144385000000852e+01 1.019999999999999900e-02 -0.000000000000000000e+00
-9.430214385000000732e+01 1.799999999999999864e-02 -0.000000000000000000e+00
-9.428284385000000611e+01 2.280000000000000082e-02 -0.000000000000000000e+00
-9.426354385000000491e+01 2.220000000000000098e-02 -0.000000000000000000e+00
-9.424434385000000702e+01 1.619999999999999912e-02 -0.000000000000000000e+00
-9.422504385000000582e+01 9.000000000000001055e-03 -0.000000000000000000e+00
-9.420574385000000461e+01 3.600000000000001203e-03 -0.000000000000000000e+00
-9.418654385000000673e+01 6.000000000000000559e-04 -0.000000000000000000e+00
-9.416724385000000552e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.414794385000000432e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.412874385000000643e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.410944385000000523e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.409014385000000402e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.407084385000000282e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.405164385000000493e+01 0.000000000000000000e+00 -6.000000000000000559e-04
-9.403234385000000373e+01 0.000000000000000000e+00 -3.000000000000000062e-03
-9.401304385000000252e+01 0.000000000000000000e+00 -7.200000000000002405e-03
-9.399384385000000464e+01 0.000000000000000000e+00 -1.380000000000000150e-02
-9.397454385000000343e+01 0.000000000000000000e+00 -2.099999999999999784e-02
-9.395524385000000223e+01 0.000000000000000000e+00 -2.460000000000000381e-02
-9.393594385000000102e+01 0.000000000000000000e+00 -2.040000000000000147e-02
-9.391674385000000314e+01 0.000000000000000000e+00 -1.260000000000000009e-02
-9.389744385000000193e+01 0.000000000000000000e+00 -5.400000000000000286e-03
-9.387814385000000073e+01 0.000000000000000000e+00 -1.200000000000000112e-03
-9.385894385000000284e+01 0.000000000000000000e+00 -6.000000000000000559e-04
-9.383964385000000163e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.382034385000000043e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.380104384999999922e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.378184385000000134e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.376254385000000013e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.374324384999999893e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.372404385000000104e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.370474384999999984e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.368544384999999863e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.366614384999999743e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.364694384999999954e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.362764384999999834e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.360834384999999713e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.358914384999999925e+01 0.000000000000000000e+00 -6.000000000000000559e-04
-9.356984384999999804e+01 0.000000000000000000e+00 -3.000000000000000062e-03
-9.355054384999999684e+01 0.000000000000000000e+00 -6.599999999999999097e-03
-9.353124385000000984e+01 0.000000000000000000e+00 -1.019999999999999726e-02
-9.351204384999999775e+01 4.199999999999998006e-03 -1.499999999999999944e-02
-9.349274384999999654e+01 1.200000000000000025e-02 -1.800000000000000905e-02
-9.347344385000000955e+01 2.280000000000000776e-02 -2.460000000000000728e-02
-9.345424384999999745e+01 3.599999999999998340e-02 -3.599999999999999728e-02
-9.343494385000001046e+01 4.560000000000006409e-02 -4.500000000000000527e-02
-9.341564385000000925e+01 4.560000000000001552e-02 -4.380000000000000560e-02
-9.339634385000000805e+01 3.720000000000001084e-02 -3.359999999999998405e-02
-9.337714385000001016e+01 2.880000000000003391e-02 -1.859999999999998807e-02
-9.335784385000000896e+01 1.799999999999998129e-02 -7.199999999999998936e-03
-9.333854385000000775e+01 1.319999999999999299e-02 -1.800000000000000601e-03
-9.331934385000000987e+01 5.999999999999998390e-03 -0.000000000000000000e+00
-9.330004385000000866e+01 2.399999999999999790e-03 -0.000000000000000000e+00
-9.328074385000000746e+01 1.200000000000000329e-03 -0.000000000000000000e+00
-9.326144385000000625e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.324224385000000836e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.322294385000000716e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.320364385000000595e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.318444385000000807e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.316514385000000686e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.314584385000000566e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.312664385000000777e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.310734385000000657e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.308804385000000536e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.306874385000000416e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.304954385000000627e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.303024385000000507e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.301094385000000386e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.299174385000000598e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.297244385000000477e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.295314385000000357e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.293384385000000236e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.291464385000000448e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.289534385000000327e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.287604385000000207e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.285684385000000418e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.283754385000000298e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.281824385000000177e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.279894385000000057e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.277974385000000268e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.276044385000000148e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.274114385000000027e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.272194385000000239e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.270264385000000118e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.268334384999999997e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.266404384999999877e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.264484385000000088e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.262554384999999968e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.260624384999999847e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.258704385000000059e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.256774384999999938e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.254844384999999818e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.252914384999999697e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.250994384999999909e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-9.249064384999999788e+01 0.000000000000000000e+00 -0.000000000000000000e+00
